pair_id,Bob_basis,Bob_outcome
418,34.97942772230273,1
419,34.97942772230273,-1
420,34.97942772230273,-1
421,161.30641196996532,1
422,34.97942772230273,1
423,161.30641196996532,1
424,34.97942772230273,-1
425,34.97942772230273,-1
426,34.97942772230273,1
427,161.30641196996532,-1
428,161.30641196996532,1
429,34.97942772230273,-1
430,161.30641196996532,-1
431,34.97942772230273,-1
432,161.30641196996532,1
433,161.30641196996532,-1
434,34.97942772230273,-1
435,161.30641196996532,1
436,161.30641196996532,1
437,161.30641196996532,-1
438,34.97942772230273,-1
439,34.97942772230273,-1
440,34.97942772230273,1
441,161.30641196996532,-1
442,161.30641196996532,1
443,34.97942772230273,-1
444,161.30641196996532,-1
445,34.97942772230273,-1
446,34.97942772230273,-1
447,34.97942772230273,-1
448,161.30641196996532,1
449,161.30641196996532,-1
450,161.30641196996532,-1
451,161.30641196996532,-1
452,161.30641196996532,-1
453,34.97942772230273,-1
454,34.97942772230273,-1
455,34.97942772230273,1
456,161.30641196996532,-1
457,161.30641196996532,-1
458,34.97942772230273,-1
459,161.30641196996532,1
460,161.30641196996532,-1
461,34.97942772230273,-1
462,34.97942772230273,1
463,34.97942772230273,1
464,161.30641196996532,1
465,34.97942772230273,-1
466,34.97942772230273,-1
467,161.30641196996532,-1
468,34.97942772230273,-1
469,34.97942772230273,1
470,161.30641196996532,1
471,34.97942772230273,1
472,34.97942772230273,-1
473,34.97942772230273,1
474,34.97942772230273,1
475,161.30641196996532,1
476,161.30641196996532,1
477,161.30641196996532,1
478,161.30641196996532,1
479,161.30641196996532,-1
480,34.97942772230273,-1
481,34.97942772230273,-1
482,161.30641196996532,-1
483,34.97942772230273,-1
484,161.30641196996532,1
485,34.97942772230273,1
486,34.97942772230273,1
487,34.97942772230273,-1
488,34.97942772230273,1
489,161.30641196996532,-1
490,161.30641196996532,-1
491,161.30641196996532,-1
492,161.30641196996532,1
493,34.97942772230273,-1
494,161.30641196996532,1
495,161.30641196996532,1
496,161.30641196996532,-1
497,161.30641196996532,1
498,161.30641196996532,-1
499,34.97942772230273,-1
500,161.30641196996532,-1
501,34.97942772230273,1
502,161.30641196996532,-1
503,34.97942772230273,1
504,34.97942772230273,1
505,161.30641196996532,-1
506,161.30641196996532,-1
507,161.30641196996532,-1
508,161.30641196996532,1
509,34.97942772230273,-1
510,161.30641196996532,1
511,161.30641196996532,-1
512,161.30641196996532,1
513,161.30641196996532,-1
514,161.30641196996532,1
515,161.30641196996532,1
516,34.97942772230273,1
517,161.30641196996532,1
518,34.97942772230273,1
519,34.97942772230273,-1
520,34.97942772230273,1
521,34.97942772230273,1
522,161.30641196996532,1
523,161.30641196996532,-1
524,34.97942772230273,-1
525,34.97942772230273,-1
526,34.97942772230273,1
527,34.97942772230273,1
528,161.30641196996532,-1
529,161.30641196996532,1
530,161.30641196996532,1
531,161.30641196996532,-1
532,34.97942772230273,-1
533,161.30641196996532,1
534,161.30641196996532,-1
535,161.30641196996532,1
536,34.97942772230273,1
537,161.30641196996532,-1
538,34.97942772230273,1
539,34.97942772230273,-1
540,34.97942772230273,1
541,34.97942772230273,-1
542,34.97942772230273,1
543,34.97942772230273,-1
544,161.30641196996532,1
545,161.30641196996532,-1
546,34.97942772230273,1
547,161.30641196996532,1
548,161.30641196996532,1
549,34.97942772230273,-1
550,161.30641196996532,-1
551,161.30641196996532,-1
552,34.97942772230273,1
553,161.30641196996532,-1
554,34.97942772230273,-1
555,34.97942772230273,-1
556,161.30641196996532,-1
557,161.30641196996532,1
558,161.30641196996532,-1
559,161.30641196996532,-1
560,161.30641196996532,1
561,161.30641196996532,-1
562,34.97942772230273,-1
563,161.30641196996532,-1
564,161.30641196996532,1
565,161.30641196996532,1
566,161.30641196996532,-1
567,161.30641196996532,1
568,34.97942772230273,-1
569,161.30641196996532,-1
570,161.30641196996532,-1
571,34.97942772230273,1
572,161.30641196996532,1
573,161.30641196996532,1
574,161.30641196996532,-1
575,161.30641196996532,-1
576,161.30641196996532,1
577,34.97942772230273,1
578,34.97942772230273,1
579,161.30641196996532,1
580,161.30641196996532,-1
581,161.30641196996532,1
582,34.97942772230273,-1
583,161.30641196996532,1
584,161.30641196996532,1
585,34.97942772230273,1
586,34.97942772230273,1
587,34.97942772230273,1
588,161.30641196996532,-1
589,34.97942772230273,-1
590,34.97942772230273,-1
591,34.97942772230273,-1
592,34.97942772230273,-1
593,34.97942772230273,1
594,34.97942772230273,-1
595,161.30641196996532,1
596,34.97942772230273,-1
597,34.97942772230273,-1
598,34.97942772230273,-1
599,34.97942772230273,1
600,34.97942772230273,-1
601,34.97942772230273,1
602,161.30641196996532,-1
603,34.97942772230273,1
604,161.30641196996532,1
605,161.30641196996532,1
606,34.97942772230273,1
607,161.30641196996532,1
608,34.97942772230273,-1
609,161.30641196996532,-1
610,34.97942772230273,1
611,161.30641196996532,-1
612,34.97942772230273,-1
613,34.97942772230273,-1
614,34.97942772230273,1
615,161.30641196996532,1
616,161.30641196996532,1
617,34.97942772230273,-1
618,34.97942772230273,-1
619,161.30641196996532,1
620,161.30641196996532,1
621,34.97942772230273,-1
622,34.97942772230273,-1
623,34.97942772230273,-1
624,34.97942772230273,1
625,161.30641196996532,1
626,161.30641196996532,-1
627,34.97942772230273,1
628,161.30641196996532,1
629,34.97942772230273,-1
630,161.30641196996532,-1
631,34.97942772230273,1
632,34.97942772230273,-1
633,34.97942772230273,-1
634,161.30641196996532,-1
635,34.97942772230273,-1
636,34.97942772230273,1
637,161.30641196996532,-1
638,34.97942772230273,-1
639,34.97942772230273,-1
640,161.30641196996532,-1
641,161.30641196996532,1
642,34.97942772230273,-1
643,161.30641196996532,1
644,34.97942772230273,-1
645,34.97942772230273,1
646,161.30641196996532,-1
647,161.30641196996532,1
648,34.97942772230273,-1
649,34.97942772230273,1
650,161.30641196996532,-1
651,34.97942772230273,-1
652,161.30641196996532,-1
653,34.97942772230273,-1
654,161.30641196996532,-1
655,34.97942772230273,-1
656,161.30641196996532,-1
657,161.30641196996532,1
658,34.97942772230273,-1
659,161.30641196996532,-1
660,161.30641196996532,-1
661,161.30641196996532,-1
662,161.30641196996532,-1
663,161.30641196996532,1
664,34.97942772230273,-1
665,34.97942772230273,1
666,34.97942772230273,-1
667,161.30641196996532,1
668,34.97942772230273,1
669,34.97942772230273,1
670,34.97942772230273,1
671,161.30641196996532,1
672,161.30641196996532,-1
673,161.30641196996532,-1
674,34.97942772230273,1
675,161.30641196996532,1
676,34.97942772230273,1
677,161.30641196996532,-1
678,161.30641196996532,1
679,34.97942772230273,-1
680,161.30641196996532,-1
681,161.30641196996532,-1
682,34.97942772230273,-1
683,161.30641196996532,-1
684,34.97942772230273,-1
685,34.97942772230273,1
686,161.30641196996532,1
687,34.97942772230273,-1
688,161.30641196996532,1
689,34.97942772230273,1
690,161.30641196996532,-1
691,34.97942772230273,1
692,161.30641196996532,-1
693,34.97942772230273,-1
694,161.30641196996532,-1
695,161.30641196996532,-1
696,161.30641196996532,-1
697,161.30641196996532,1
698,161.30641196996532,1
699,34.97942772230273,1
700,34.97942772230273,1
701,34.97942772230273,-1
702,34.97942772230273,1
703,161.30641196996532,1
704,34.97942772230273,-1
705,161.30641196996532,-1
706,161.30641196996532,1
707,161.30641196996532,-1
708,34.97942772230273,-1
709,161.30641196996532,1
710,161.30641196996532,-1
711,34.97942772230273,-1
712,34.97942772230273,-1
713,161.30641196996532,1
714,161.30641196996532,1
715,34.97942772230273,1
716,34.97942772230273,-1
717,161.30641196996532,1
718,161.30641196996532,-1
719,34.97942772230273,1
720,161.30641196996532,-1
721,34.97942772230273,-1
722,34.97942772230273,-1
723,34.97942772230273,-1
724,34.97942772230273,-1
725,34.97942772230273,1
726,34.97942772230273,1
727,161.30641196996532,-1
728,34.97942772230273,1
729,161.30641196996532,1
730,161.30641196996532,1
731,161.30641196996532,1
732,34.97942772230273,1
733,34.97942772230273,-1
734,161.30641196996532,1
735,34.97942772230273,1
736,161.30641196996532,1
737,161.30641196996532,-1
738,161.30641196996532,1
739,34.97942772230273,-1
740,34.97942772230273,1
741,34.97942772230273,1
742,161.30641196996532,1
743,34.97942772230273,-1
744,161.30641196996532,-1
745,34.97942772230273,1
746,161.30641196996532,-1
747,34.97942772230273,-1
748,34.97942772230273,1
749,161.30641196996532,-1
750,161.30641196996532,-1
751,161.30641196996532,1
752,34.97942772230273,-1
753,34.97942772230273,1
754,161.30641196996532,1
755,161.30641196996532,-1
756,161.30641196996532,-1
757,161.30641196996532,1
758,161.30641196996532,-1
759,161.30641196996532,1
760,161.30641196996532,1
761,161.30641196996532,-1
762,161.30641196996532,-1
763,161.30641196996532,1
764,34.97942772230273,1
765,34.97942772230273,-1
766,34.97942772230273,-1
767,161.30641196996532,1
768,161.30641196996532,-1
769,34.97942772230273,1
770,34.97942772230273,1
771,161.30641196996532,-1
772,161.30641196996532,-1
773,34.97942772230273,1
774,161.30641196996532,-1
775,34.97942772230273,-1
776,34.97942772230273,-1
777,161.30641196996532,1
778,161.30641196996532,1
779,161.30641196996532,-1
780,161.30641196996532,-1
781,161.30641196996532,-1
782,34.97942772230273,-1
783,161.30641196996532,-1
784,34.97942772230273,1
785,34.97942772230273,-1
786,161.30641196996532,1
787,161.30641196996532,-1
788,34.97942772230273,-1
789,161.30641196996532,-1
790,34.97942772230273,-1
791,34.97942772230273,-1
792,34.97942772230273,-1
793,161.30641196996532,-1
794,34.97942772230273,-1
795,34.97942772230273,1
796,161.30641196996532,1
797,161.30641196996532,1
798,161.30641196996532,1
799,161.30641196996532,1
800,161.30641196996532,-1
801,34.97942772230273,1
802,161.30641196996532,1
803,34.97942772230273,1
804,161.30641196996532,-1
805,161.30641196996532,1
806,161.30641196996532,-1
807,34.97942772230273,1
808,34.97942772230273,-1
809,161.30641196996532,1
810,34.97942772230273,-1
811,34.97942772230273,1
812,161.30641196996532,-1
813,34.97942772230273,-1
814,34.97942772230273,-1
815,161.30641196996532,1
816,161.30641196996532,-1
817,161.30641196996532,-1
818,34.97942772230273,1
819,161.30641196996532,-1
820,161.30641196996532,-1
821,34.97942772230273,-1
822,161.30641196996532,1
823,34.97942772230273,-1
824,161.30641196996532,-1
825,161.30641196996532,-1
826,161.30641196996532,-1
827,34.97942772230273,1
828,161.30641196996532,-1
829,161.30641196996532,1
830,161.30641196996532,-1
831,161.30641196996532,1
832,34.97942772230273,1
833,34.97942772230273,1
834,34.97942772230273,-1
835,34.97942772230273,1
836,34.97942772230273,1
837,34.97942772230273,1
838,34.97942772230273,1
839,161.30641196996532,1
840,34.97942772230273,1
841,34.97942772230273,1
842,34.97942772230273,1
843,34.97942772230273,-1
844,161.30641196996532,-1
845,161.30641196996532,1
846,161.30641196996532,-1
847,161.30641196996532,-1
848,34.97942772230273,-1
849,34.97942772230273,1
850,34.97942772230273,-1
851,34.97942772230273,1
852,161.30641196996532,-1
853,34.97942772230273,-1
854,34.97942772230273,1
855,34.97942772230273,-1
856,34.97942772230273,-1
857,34.97942772230273,1
858,161.30641196996532,1
859,161.30641196996532,-1
860,34.97942772230273,-1
861,161.30641196996532,-1
862,34.97942772230273,1
863,34.97942772230273,1
864,34.97942772230273,-1
865,161.30641196996532,1
866,34.97942772230273,1
867,34.97942772230273,-1
868,34.97942772230273,1
869,34.97942772230273,1
870,161.30641196996532,1
871,34.97942772230273,-1
872,34.97942772230273,-1
873,161.30641196996532,-1
874,161.30641196996532,-1
875,161.30641196996532,-1
876,161.30641196996532,-1
877,34.97942772230273,-1
878,34.97942772230273,1
879,161.30641196996532,1
880,34.97942772230273,-1
881,161.30641196996532,1
882,34.97942772230273,1
883,161.30641196996532,-1
884,34.97942772230273,-1
885,161.30641196996532,1
886,161.30641196996532,-1
887,34.97942772230273,1
888,161.30641196996532,-1
889,161.30641196996532,1
890,34.97942772230273,-1
891,161.30641196996532,-1
892,34.97942772230273,-1
893,161.30641196996532,-1
894,34.97942772230273,1
895,34.97942772230273,1
896,161.30641196996532,1
897,161.30641196996532,1
898,34.97942772230273,1
899,34.97942772230273,-1
900,161.30641196996532,1
901,161.30641196996532,1
902,34.97942772230273,1
903,34.97942772230273,-1
904,34.97942772230273,-1
905,161.30641196996532,1
906,161.30641196996532,-1
907,34.97942772230273,1
908,34.97942772230273,-1
909,161.30641196996532,-1
910,34.97942772230273,1
911,34.97942772230273,-1
912,34.97942772230273,-1
913,161.30641196996532,-1
914,161.30641196996532,-1
915,161.30641196996532,1
916,34.97942772230273,-1
917,34.97942772230273,-1
918,34.97942772230273,1
919,34.97942772230273,-1
920,34.97942772230273,1
921,34.97942772230273,1
922,161.30641196996532,-1
923,161.30641196996532,1
924,34.97942772230273,1
925,161.30641196996532,1
926,34.97942772230273,1
927,161.30641196996532,1
928,161.30641196996532,-1
929,34.97942772230273,1
930,34.97942772230273,-1
931,161.30641196996532,1
932,161.30641196996532,1
933,34.97942772230273,1
934,161.30641196996532,-1
935,34.97942772230273,-1
936,34.97942772230273,-1
937,161.30641196996532,-1
938,161.30641196996532,-1
939,34.97942772230273,1
940,161.30641196996532,-1
941,34.97942772230273,1
942,161.30641196996532,-1
943,34.97942772230273,-1
944,34.97942772230273,1
945,34.97942772230273,-1
946,34.97942772230273,-1
947,161.30641196996532,-1
948,161.30641196996532,-1
949,161.30641196996532,1
950,34.97942772230273,-1
951,34.97942772230273,-1
952,34.97942772230273,-1
953,161.30641196996532,-1
954,34.97942772230273,1
955,34.97942772230273,1
956,161.30641196996532,-1
957,161.30641196996532,-1
958,161.30641196996532,1
959,34.97942772230273,1
960,161.30641196996532,1
961,34.97942772230273,-1
962,161.30641196996532,-1
963,161.30641196996532,1
964,161.30641196996532,-1
965,161.30641196996532,1
966,34.97942772230273,1
967,161.30641196996532,1
968,34.97942772230273,-1
969,34.97942772230273,-1
970,161.30641196996532,1
971,161.30641196996532,1
972,161.30641196996532,1
973,34.97942772230273,-1
974,34.97942772230273,1
975,34.97942772230273,1
976,161.30641196996532,-1
977,34.97942772230273,1
978,161.30641196996532,1
979,161.30641196996532,1
980,34.97942772230273,-1
981,161.30641196996532,1
982,161.30641196996532,1
983,34.97942772230273,1
984,161.30641196996532,-1
985,161.30641196996532,-1
986,161.30641196996532,1
987,34.97942772230273,-1
988,34.97942772230273,-1
989,161.30641196996532,1
990,34.97942772230273,1
991,161.30641196996532,1
992,34.97942772230273,-1
993,161.30641196996532,1
994,161.30641196996532,-1
995,161.30641196996532,1
996,161.30641196996532,-1
997,161.30641196996532,-1
998,161.30641196996532,1
999,161.30641196996532,-1
